Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
LTC,2018-07-05,83.1873212672,86.2020214987,86.9537284932,81.9306839389
LTC,2018-07-06,83.0503127,83.23908606,84.3760007668,80.67391389
LTC,2018-07-07,81.0246015483,83.0052236001,83.5731559783,79.5075398034
LTC,2018-07-08,84.3038980276,81.1288196125,85.6920871281,81.0889753985
LTC,2018-07-09,81.5520247268,84.3039129351,84.3042951865,80.7377307433
LTC,2018-07-10,76.4028220896,81.549843695,81.7585342631,74.3407371522
LTC,2018-07-11,77.4236386313,75.8595052003,81.0477507859,75.4072734516
LTC,2018-07-12,75.1707606547,78.233231425,78.233231425,74.2208092991
LTC,2018-07-13,76.5225299,76.9,78.5184380382,75.120410308
LTC,2018-07-14,76.2319194913,76.6847658685,77.5206284513,75.4517881144
LTC,2018-07-15,78.601003847,76.2320226905,79.4384384636,75.1735247891
LTC,2018-07-16,82.8654407806,78.5249350484,83.9471492297,77.6977652324
LTC,2018-07-17,89.0813193849,83.842103228,89.9835914559,81.5599339165
LTC,2018-07-18,86.5778827553,89.0731569134,94.3007338163,85.0263978386
LTC,2018-07-19,86.9004341935,86.5777384905,88.86400245,84.9272586252
LTC,2018-07-20,81.9482853112,86.9004820679,87.2200489352,80.9009721909
LTC,2018-07-21,84.0384465106,81.9479941839,84.8810309199,79.4608617843
LTC,2018-07-22,82.435947805,84.0144890224,84.101521175,81.7576394588
LTC,2018-07-23,81.8410920781,82.1647657723,85.8503640171,81.7342163856
LTC,2018-07-24,88.8961720587,81.8657106048,89.6923668412,80.9040356333
LTC,2018-07-25,87.167028159,88.8554530466,89.9094928755,84.8518484271
LTC,2018-07-26,83.3457515974,87.1911270205,87.9470781485,83.3017353313
LTC,2018-07-27,84.7264984152,83.4444274951,85.0937482091,81.4215552222
LTC,2018-07-28,83.8580941551,83.875228034,84.3169213635,82.393783099
LTC,2018-07-29,83.5776554452,83.8584433169,85.2944466023,83.0649240401
LTC,2018-07-30,82.2493011069,83.8993239182,84.5964831658,79.7632803278
LTC,2018-07-31,78.0743945439,82.2492997847,82.5751361942,76.0304687727
LTC,2018-08-01,77.5474530185,78.8498115713,79.0697642193,75.8716397829
LTC,2018-08-02,76.2957007233,77.5474564374,78.399438651,75.5228513434
LTC,2018-08-03,77.628264978,76.1608753878,77.7639454442,74.9254782112
LTC,2018-08-04,76.3603932284,77.6286756026,78.1724679913,76.1357875991
LTC,2018-08-05,76.7078818765,76.3485566319,76.738024885,76.1981830908
LTC,2018-08-06,76.3824201449,76.7072416938,77.1024268034,76.251601836
LTC,2018-08-07,68.122427824,76.3812348992,76.8346729314,66.7509007529
LTC,2018-08-08,64.8816375629,67.3891065595,67.556997208,64.6097709014
LTC,2018-08-09,65.5400800784,64.8971309301,65.5745503681,64.6207530763
LTC,2018-08-10,58.6394285688,65.5361222498,65.5414386447,58.4701830922
LTC,2018-08-11,59.7380941317,57.0832987897,59.9792825802,55.1279350647
LTC,2018-08-12,59.449640416,59.7388093678,61.566293134,57.1781058819
LTC,2018-08-13,56.7805896116,59.4496429662,60.6645712735,55.6664594343
LTC,2018-08-14,52.522938947,56.7738941574,56.997040262,49.3928025123
LTC,2018-08-15,55.2471861782,54.3909282965,59.2470198732,54.2278861881
LTC,2018-08-16,54.8655374494,55.2554269525,57.5578379299,53.9089756384
LTC,2018-08-17,61.4143446608,54.8849912377,61.7875384052,54.601341469
LTC,2018-08-18,56.6044180829,61.4008144695,62.322735733,55.1966082595
LTC,2018-08-19,58.1656266079,57.0763209308,59.1073843779,56.1006580528
LTC,2018-08-20,54.3984088346,58.1656930804,58.5663701874,53.5588754684
LTC,2018-08-21,56.5617496928,53.2598920682,56.7743961605,53.2598920682
LTC,2018-08-22,55.1438623292,56.5619088152,59.245803755,54.0150970186
LTC,2018-08-23,57.0577837096,55.1929823116,57.8973934824,54.8427983252
LTC,2018-08-24,57.7874139725,57.2806794265,58.2959298086,55.5426512064
LTC,2018-08-25,57.6788277775,57.8032162323,58.3601747283,56.9769227918
LTC,2018-08-26,56.8368520377,57.67914386,58.0418233786,55.8054188209
LTC,2018-08-27,58.5882832525,57.0711763283,58.6529473993,56.5439676974
LTC,2018-08-28,63.116851169,58.3790213496,63.9120697833,58.3767208163
LTC,2018-08-29,61.9322823399,63.1594108836,63.4748921231,60.2749359717
LTC,2018-08-30,59.9843075178,61.4743652843,61.6348344872,58.6036954339
LTC,2018-08-31,62.0772632027,59.9840007211,62.7442913788,59.5536082463
LTC,2018-09-01,66.6052173792,62.0775131637,67.8558925903,61.8818952089
LTC,2018-09-02,65.853701066,66.6049601345,67.1161523984,64.0722571833
LTC,2018-09-03,65.162091181,65.8300792398,66.4974214166,64.3441308842
LTC,2018-09-04,68.3886190048,65.4630732664,69.3789512775,65.3420704105
LTC,2018-09-05,60.2797298421,67.6475432089,68.3914055378,59.2196711496
LTC,2018-09-06,57.0347034784,60.2798157262,60.4837511821,53.919592056
LTC,2018-09-07,56.0593676635,57.6034998605,58.4833966947,55.0405410515
LTC,2018-09-08,52.7759514055,56.0593348935,57.1786005275,51.9476420025
LTC,2018-09-09,54.7754049087,53.0916354812,56.758384997,52.2362885419
LTC,2018-09-10,53.4724496266,54.7755459722,56.5893067403,53.0343903598
LTC,2018-09-11,53.0127716548,53.473255327,53.6627296512,52.7292154294
LTC,2018-09-12,53.0263441059,53.0105240406,53.1059401171,52.027778228
LTC,2018-09-13,53.508940055,52.9701417771,53.7850549654,52.9701417771
LTC,2018-09-14,54.3222431654,53.5078706758,54.5533074904,53.2975092423
LTC,2018-09-15,53.9458314236,54.0586387241,54.5351765146,53.8019145994
LTC,2018-09-16,54.0766957359,53.9052761179,54.1109981075,53.6001150718
LTC,2018-09-17,53.0352274532,54.0767001728,54.1648710977,52.9652509087
LTC,2018-09-18,53.5738431434,53.0350203552,53.8625567079,52.710188757
LTC,2018-09-19,53.5589200531,53.5269214561,53.7306607771,53.0657768526
LTC,2018-09-20,54.1505683458,54.205574,57.3987,53.390228005
LTC,2018-09-21,55.2518882603,54.1505683458,55.9144806199,54.0452822743
LTC,2018-09-22,54.8203909144,55.2514067306,55.3776285989,54.61789728
LTC,2018-09-23,54.8171506622,54.8248090471,55.3190229107,54.7156241808
LTC,2018-09-24,57.0823535477,54.8168150351,59.2640107601,54.143073267
LTC,2018-09-25,56.7961918257,57.0235560072,58.0774399839,54.3688101598
LTC,2018-09-26,58.4268433255,56.7961822659,59.9230554561,56.4947895305
LTC,2018-09-27,63.5530768633,58.4265867692,65.5625618478,56.576758843
LTC,2018-09-28,60.0554376182,63.5373049727,64.9643169604,59.294926895
LTC,2018-09-29,61.236615977,60.0553206811,62.3398577705,58.9196516289
LTC,2018-09-30,61.5531024226,61.2370916436,62.9795171032,59.9484189594
LTC,2018-10-01,61.135900558,61.5522093498,61.8931186775,59.3654675624
LTC,2018-10-02,60.0380184898,59.7265598501,60.089999369,59.3741621046
LTC,2018-10-03,57.2975320325,60.045053384,60.1376603347,56.6729302319
LTC,2018-10-04,58.476582922,57.2974204195,59.3948040124,57.1934730865
LTC,2018-10-05,59.0709550524,58.4764682738,59.7997465617,57.696788146
LTC,2018-10-06,57.944448367,58.9341578696,59.1172590755,57.0430212311
LTC,2018-10-07,57.9526431167,57.9196610925,58.6211996813,57.0370129784
LTC,2018-10-08,59.5780355926,58.3592195825,60.0848997877,57.6451344531
LTC,2018-10-09,59.0775396475,59.5797723714,59.7629455523,57.8942285086
LTC,2018-10-10,58.1239352073,59.077490043,59.1257376417,57.4623816588
LTC,2018-10-11,52.3591452695,58.366503887,58.416111216,51.3133231338
LTC,2018-10-12,53.8455051831,52.3589057728,54.3002713956,50.6130837546
LTC,2018-10-13,54.1007777167,53.8459445896,54.8439630191,53.2942125009
LTC,2018-10-14,53.0172726375,54.0243147633,54.4374736501,52.6923780114
LTC,2018-10-15,55.6946328224,52.550867497,61.0260241166,52.1580369444
LTC,2018-10-16,55.1181541656,55.6946566208,57.0866364984,54.6630863198
LTC,2018-10-17,52.8296678565,55.1178300267,55.7505560296,52.6184984048
LTC,2018-10-18,51.5669613154,52.9428798361,53.2994749491,51.2794717065
LTC,2018-10-19,52.4614680037,51.5669613882,53.1432345079,51.5211545136
LTC,2018-10-20,52.9364827254,52.4267094246,53.0972138464,52.1402843894
LTC,2018-10-21,52.3616304148,52.8846143205,53.248897134,52.3448283588
LTC,2018-10-22,51.7975148972,52.3615178096,52.6556963455,51.4954323797
LTC,2018-10-23,52.0787057899,51.7969985938,52.5515488294,51.3074883044
LTC,2018-10-24,51.7778852653,52.0860566325,52.5385699152,51.7422764249
LTC,2018-10-25,51.8998942559,51.785096065,51.9075278628,51.3905549523
LTC,2018-10-26,51.5142759112,51.8998941987,52.2070996823,51.1249732234
LTC,2018-10-27,51.4925503869,51.4512697798,51.7311306334,51.24534345
LTC,2018-10-28,51.4852770641,51.5938936655,51.7627155914,51.3284065323
LTC,2018-10-29,48.694003375,51.3511568648,51.5767819985,47.2934909105
LTC,2018-10-30,48.9089059425,48.6936291866,49.2091055311,48.3692960794
LTC,2018-10-31,49.4082564779,48.9413790577,50.1655153217,47.7637231352
LTC,2018-11-01,49.9414117526,49.4186433933,50.2416842502,49.2632270182
LTC,2018-11-02,50.758014318,49.9411457732,51.4825619689,49.7057745932
LTC,2018-11-03,50.5377276415,50.9654319454,51.0217356094,50.0702814217
LTC,2018-11-04,53.6602067661,50.5377271296,55.6592970843,50.1720648863
LTC,2018-11-05,52.4381741573,53.6602049668,54.5111565918,52.2781571317
LTC,2018-11-06,55.2318753647,52.5554267228,55.4888384988,52.5553747652
LTC,2018-11-07,53.9550852792,55.2245964624,56.3213511022,53.1751568525
LTC,2018-11-08,52.3851389654,53.9011962689,54.4324931367,52.2240891626
LTC,2018-11-09,52.2463439982,52.3848999573,53.0126454358,51.7998993051
LTC,2018-11-10,52.7342119372,52.4561079391,52.9250912881,52.1518847064
LTC,2018-11-11,50.7944238894,52.3826420989,52.7649044641,50.2284616577
LTC,2018-11-12,50.1329042319,50.7944312435,51.5934353948,49.9584852838
LTC,2018-11-13,48.813340078,50.1329114205,50.4709558976,48.1677207327
LTC,2018-11-14,42.0458302961,48.8132487503,49.9297494469,40.6764747389
LTC,2018-11-15,42.9296284928,42.0451318936,43.7907578935,39.8261934128
LTC,2018-11-16,41.6626675857,43.3363740962,43.515042774,41.5788177348
LTC,2018-11-17,41.4601963246,41.906890223,42.0133994353,41.2048257885
LTC,2018-11-18,41.7462212174,41.4561821758,42.9511771538,41.4227351239
LTC,2018-11-19,35.6763176927,41.7462136185,42.1281204197,34.9274239586
LTC,2018-11-20,31.7753608999,35.8004183376,37.6558827191,28.4096501168
LTC,2018-11-21,33.3278871158,32.3168137949,34.2247566543,30.9967055197
LTC,2018-11-22,32.956579569,33.3146331339,34.7066871575,32.5893562981
LTC,2018-11-23,32.1294667763,32.9888364853,33.0131778283,30.3213105795
LTC,2018-11-24,28.700455085,32.1302961209,32.9807829267,28.4960548471
LTC,2018-11-25,30.3341625378,28.8765412649,31.8453324345,26.4207063111
LTC,2018-11-26,28.6842938582,30.3398290956,31.7910471232,27.6353866956
LTC,2018-11-27,31.0069293665,28.6847371008,31.2346997187,28.3127123858
LTC,2018-11-28,33.9357769719,31.0068343475,35.9778612157,30.6924531697
LTC,2018-11-29,33.4037763688,33.919096152,35.4428294434,32.8758048205
LTC,2018-11-30,31.5164353016,33.5613466721,34.2176945322,30.8311997002
LTC,2018-12-01,34.2820598539,31.517439179,34.9031097967,31.08020849
LTC,2018-12-02,33.5688722509,34.2823964658,34.955054496,33.0307099819
LTC,2018-12-03,31.0917281883,33.5683087359,33.7132134547,29.9565038538
LTC,2018-12-04,31.0920641961,31.0917847265,32.1706758093,30.0065844193
LTC,2018-12-05,28.9631650214,31.0920918735,31.3963182341,28.8274871235
LTC,2018-12-06,26.9896211103,28.7398116913,30.0831458526,26.9896211103
LTC,2018-12-07,24.9656076616,26.9900669438,27.3270113895,22.2049085476
LTC,2018-12-08,24.5676472588,24.9819902369,26.4453721393,22.919713578
LTC,2018-12-09,25.2224490128,24.5655744035,26.7133050794,24.2103697706
LTC,2018-12-10,24.1388299221,25.3670361955,25.7363712423,23.699537897
LTC,2018-12-11,23.3280921819,23.9855837455,24.4523276531,22.7453155466
LTC,2018-12-12,24.0513754594,23.3280995009,24.9536905453,23.0474992183
LTC,2018-12-13,22.8642386099,24.0549130827,24.1945969813,22.723325137
LTC,2018-12-14,23.2576258607,22.863945082,23.4789504316,22.2818351062
LTC,2018-12-15,23.5768766609,23.2576535004,23.9212404286,22.8621542427
LTC,2018-12-16,25.2710674075,23.3606994126,26.6927216657,23.3512141234
LTC,2018-12-17,28.5600917969,25.2953789145,30.2229436868,25.2195126105
LTC,2018-12-18,29.0746128298,28.5601206724,29.6326110184,27.8677907073
LTC,2018-12-19,29.1909581699,30.2227820933,31.6947009925,28.8245967786
LTC,2018-12-20,32.2417725816,29.1913768291,33.2490261469,28.8903324813
LTC,2018-12-21,30.034498484,32.2401874606,33.3050453219,29.8181141513
LTC,2018-12-22,30.9667849097,30.4507670453,31.2887183072,29.9214715988
LTC,2018-12-23,33.4865068484,30.9667849078,34.0307960166,30.9452203249
LTC,2018-12-24,34.5474796209,33.280809959,36.5175745474,32.8392886029
LTC,2018-12-25,30.6799497678,32.9168474601,33.0839667671,29.8477137861
LTC,2018-12-26,30.3801760419,30.681166396,31.9766163345,29.196691551
LTC,2018-12-27,27.8140052285,30.7129012318,31.1539215767,27.63713099
LTC,2018-12-28,31.6174225813,27.8218469533,33.5117821918,27.6294621704
LTC,2018-12-29,30.5116812,32.22,33.1499558,30.36932973
LTC,2018-12-30,31.56,30.548936,31.95,30.0008205
LTC,2018-12-31,29.8275001863,29.7945015069,29.8299869051,29.7832978569
LTC,2019-01-01,31.2580107686,29.9274214707,31.6590587443,29.7357247273
LTC,2019-01-02,33.1762931869,31.2580017916,33.2471850844,31.2580017916
LTC,2019-01-03,31.7084155901,33.1762891685,33.5478157638,31.1840993634
LTC,2019-01-04,31.9429876126,31.6142980693,32.5981037519,31.0608767668
LTC,2019-01-05,34.8526911791,31.944400675,36.2733995527,31.9015616844
LTC,2019-01-06,38.7440878917,34.705777551,39.9942420556,34.3549305053
LTC,2019-01-07,37.3131372874,38.9281855813,39.4774820296,29.4147729716
LTC,2019-01-08,38.9096960818,37.3131138718,41.0213906147,37.1602948966
LTC,2019-01-09,38.7670640305,38.9997341369,39.9705008136,38.22862124
LTC,2019-01-10,33.2885604011,38.7670380266,39.1018453548,31.776693553
LTC,2019-01-11,31.4197527869,33.2288986503,33.4818286161,31.3612116248
LTC,2019-01-12,31.7394270363,31.7423021649,32.3554133139,31.0383472643
LTC,2019-01-13,29.7466748895,31.9369594609,32.8734789496,29.699233463
LTC,2019-01-14,31.9428486412,29.7467198263,32.7870751785,29.4583290639
LTC,2019-01-15,30.6869786159,31.9429143034,32.4308856817,30.2931382346
LTC,2019-01-16,31.2299248192,30.7124630699,32.0760225987,30.6828874706
LTC,2019-01-17,31.2570979296,31.3891467739,31.549342215,29.9453771093
LTC,2019-01-18,30.9779308703,31.2487649936,31.6931121534,30.4601877393
LTC,2019-01-19,32.3015512763,30.977897998,33.0928389577,30.7700481164
LTC,2019-01-20,30.7388741595,32.1198561803,33.1164554061,30.2445594218
LTC,2019-01-21,30.7487619766,30.7389000137,31.1792565374,30.3974296764
LTC,2019-01-22,31.5793756689,30.7488261682,32.0021122869,29.5922181027
LTC,2019-01-23,31.6574898028,31.4219160656,32.1872522379,31.2564354978
LTC,2019-01-24,32.5060567707,31.7191202162,33.070413458,31.0560435022
LTC,2019-01-25,32.5914194029,32.5203757169,32.9335324103,31.8541680213
LTC,2019-01-26,32.9627456546,32.5912907616,33.9533398712,32.4721365634
LTC,2019-01-27,32.3394404788,32.9627442368,33.038447418,31.2745543572
LTC,2019-01-28,30.576513458,32.0297654294,32.3660033576,29.9316721156
LTC,2019-01-29,30.5951395997,30.8882847425,31.1502020983,29.938897229
LTC,2019-01-30,31.5767441045,30.5950919073,31.7877465313,30.3505947193
LTC,2019-01-31,31.2558616334,31.4434416081,32.1433626362,30.8694872187
LTC,2019-02-01,32.6997390489,31.2282765874,33.3053879072,30.5739402071
LTC,2019-02-02,32.8215661562,32.7000405914,33.1501232861,32.2073187415
LTC,2019-02-03,33.0503477971,32.8214632248,34.6625668183,32.4669866572
LTC,2019-02-04,33.6178945099,33.0191470779,34.0349707964,32.8910307201
LTC,2019-02-05,33.8570213704,33.6269511825,34.0613500509,33.2583696433
LTC,2019-02-06,32.493386996,33.9172008958,34.0632111302,31.9084428019
LTC,2019-02-07,32.8095941751,32.3948025286,33.2186648382,32.3750154153
LTC,2019-02-08,41.1590899126,32.8098181892,47.1148328167,32.4785623832
LTC,2019-02-09,43.9289809726,42.5563276127,45.9592188829,41.724118011
LTC,2019-02-10,45.9797501031,43.919706877,47.0044731507,41.7709573086
LTC,2019-02-11,42.6520586497,45.9891997974,46.6375202811,41.4275381111
LTC,2019-02-12,42.8261610525,42.6520595771,43.9668624937,41.4337647081
LTC,2019-02-13,41.3320858447,43.3566303084,44.1310877617,40.2557946326
LTC,2019-02-14,41.1909605234,41.3320860148,41.9386642593,39.9754219294
LTC,2019-02-15,41.8198300826,40.879153627,44.1102479434,40.7549498393
LTC,2019-02-16,43.4139403764,41.8183096756,43.8460963154,41.8183096756
LTC,2019-02-17,43.2123326998,43.4117371328,44.5746171396,42.2020190192
LTC,2019-02-18,46.9090961305,43.2106899987,48.6603908087,43.1910639344
LTC,2019-02-19,47.5629072293,47.4290392562,48.6974749551,46.4650628063
LTC,2019-02-20,50.5955628308,47.5608834158,51.7275703325,46.1013095653
LTC,2019-02-21,47.9575045159,50.5958874058,51.1536568305,47.4754869619
LTC,2019-02-22,49.1089447715,48.3989522158,49.3744771802,47.6676384835
LTC,2019-02-23,51.2088070766,49.1019462394,51.6632978244,47.8152669723
LTC,2019-02-24,44.4315150871,51.2061449414,53.3046393836,42.5245670456
LTC,2019-02-25,45.4961615685,44.431284357,46.6123303839,43.4293176106
LTC,2019-02-26,44.5507180169,45.5002747465,45.6674851238,44.0496717862
LTC,2019-02-27,44.333787204,44.6225566051,45.3245610973,42.3690252866
LTC,2019-02-28,45.8539407521,44.3254061912,46.533181654,44.2132494319
LTC,2019-03-01,47.5471046762,45.8535834036,48.7379431848,45.31034866
LTC,2019-03-02,48.1892637122,47.5470471317,49.1944839968,46.4170786389
LTC,2019-03-03,47.4309387861,48.3808083856,48.8818758951,47.067378087
LTC,2019-03-04,45.3057056015,47.4403912923,47.9059680685,44.6190578035
LTC,2019-03-05,52.3510907149,45.6124593259,54.3703501311,45.1623266615
LTC,2019-03-06,55.5537357439,52.3415913234,56.4952708708,51.1124986357
LTC,2019-03-07,56.6501684064,55.5537621568,58.7862005399,53.7630497249
LTC,2019-03-08,55.2013220778,56.6506372295,57.3096040775,53.9553078493
LTC,2019-03-09,56.6761134058,55.258279945,59.2342913643,55.0886687603
LTC,2019-03-10,56.7265939368,57.4417189826,57.7463873059,55.6358284346
LTC,2019-03-11,54.6879535498,56.3590417437,57.046258197,53.8079270608
LTC,2019-03-12,56.5975943874,54.6879539118,56.6847009947,52.0418198312
LTC,2019-03-13,54.9073558611,56.6348684808,56.6354259924,54.0396815842
LTC,2019-03-14,55.4723473917,54.9073558571,57.964607312,52.9192559424
LTC,2019-03-15,57.8347568677,55.4630252376,58.6009682732,55.4266342108
LTC,2019-03-16,60.9069426743,57.8347919633,61.6579574972,57.7402092301
LTC,2019-03-17,60.3880072549,60.9211011367,61.0001195037,59.3898141684
LTC,2019-03-18,59.0485740787,60.3877927154,62.2623822991,57.919667677
LTC,2019-03-19,59.0031882018,58.9108743884,59.634759839,58.0575042896
LTC,2019-03-20,60.200995439,59.0030265484,60.5814393406,56.8904597751
LTC,2019-03-21,58.379421072,60.088746884,60.4435578883,57.2315914294
LTC,2019-03-22,59.1813037143,58.38027087,59.4417194591,57.8890553281
LTC,2019-03-23,60.4013424432,59.0733625125,61.4580928283,58.8437704931
LTC,2019-03-24,59.3890128427,60.4013424432,60.7377290268,58.6343745485
LTC,2019-03-25,58.6422340995,59.3888540847,60.3277128735,57.9044115147
LTC,2019-03-26,58.0120235771,58.6412035338,58.9797534778,57.149644493
LTC,2019-03-27,60.9955401836,58.434021405,61.1840325782,58.2840290194
LTC,2019-03-28,60.2739283089,60.9955401979,61.5639746491,60.0010590879
LTC,2019-03-29,61.1261941212,60.2739288848,61.4937703272,59.8263560623
LTC,2019-03-30,60.2240828597,61.1983838441,61.4226394238,59.762767442
LTC,2019-03-31,60.3701799073,60.2240828597,60.5687660173,59.7389307414
LTC,2019-04-01,60.3077261323,60.3701799073,60.7580318772,59.8744355133
LTC,2019-04-02,73.9359909366,60.307716817,73.9359909366,60.0746159726
LTC,2019-04-03,84.7936486728,73.9360741953,98.8893527858,73.934235291
LTC,2019-04-04,83.7303370062,85.6401567511,90.2062108318,80.6832964291
LTC,2019-04-05,88.8353127693,83.7303252435,90.2066990236,83.730325243
LTC,2019-04-06,91.7131722543,88.6576467055,97.9071152702,85.4446989716
LTC,2019-04-07,92.3244028143,91.713172248,95.6660058608,89.0842370476
LTC,2019-04-08,88.8768987863,92.3244028143,94.0185434836,86.1867253688
LTC,2019-04-09,86.7128551275,88.876542024,89.3211545634,83.612673117
LTC,2019-04-10,88.1315429036,86.7128432498,91.3962359039,86.2612970645
LTC,2019-04-11,78.743170577,88.4035676046,88.5876608141,75.1388182098
LTC,2019-04-12,79.0632720924,79.3490694178,80.8205749571,75.346847837
LTC,2019-04-13,77.7836734004,79.0632720924,81.2237444906,75.8820975892
LTC,2019-04-14,82.6231125701,77.9639875365,83.1539145574,76.4258724048
LTC,2019-04-15,78.7770718413,83.6001041299,84.6234886058,75.1403112324
LTC,2019-04-16,80.6235546141,78.777071842,81.7403886554,77.2897065266
LTC,2019-04-17,78.9883921003,80.6235546141,81.8015447515,78.4660144533
LTC,2019-04-18,82.2985326582,78.9979498803,83.8058964138,78.947782772
LTC,2019-04-19,82.1263124572,82.0122501743,83.5698213857,80.0075045581
LTC,2019-04-20,81.4224415068,82.1263124572,83.1468277651,80.054699863
LTC,2019-04-21,77.0778676467,81.4224413896,82.1626807852,73.7338471666
LTC,2019-04-22,77.8202458248,77.2242578057,78.1851345024,75.7870908586
LTC,2019-04-23,76.5563499212,77.8202458248,79.9012401782,74.7349328001
LTC,2019-04-24,73.3746065759,76.5560335424,76.5766061535,70.7299064193
LTC,2019-04-25,71.9995112573,73.3746065759,75.1948490562,70.4262055266
LTC,2019-04-26,71.9430151012,71.2326806018,73.6769840054,69.4863605913
LTC,2019-04-27,71.6838805728,71.9430113236,72.1691001883,71.1041996595
LTC,2019-04-28,68.1485735512,71.6838805728,71.7216328347,67.5096344033
LTC,2019-04-29,66.4388178617,68.332901027,68.6281629639,65.5882784356
LTC,2019-04-30,74.0846165335,67.1454481914,74.1616992645,67.13327443
LTC,2019-05-01,71.8777507607,74.0846205641,74.9133901086,71.3895906435
LTC,2019-05-02,72.5337577851,72.5029517401,73.7749367126,72.142303011
LTC,2019-05-03,78.3015604026,72.5337577851,79.7761556056,72.4327180361
LTC,2019-05-04,77.659083042,77.8973893993,81.3778335889,74.2203410381
LTC,2019-05-05,75.4800272422,77.4977885926,77.5358548842,75.0052917094
LTC,2019-05-06,75.2314608501,75.4781597135,76.2374507102,71.4354639335
LTC,2019-05-07,75.3147663417,74.5928835709,78.0275038569,73.1974639253
LTC,2019-05-08,74.8257487058,73.7769229924,74.9973995984,72.0853563103
LTC,2019-05-09,73.7634496514,74.8262000484,75.7256227505,72.7177293173
LTC,2019-05-10,77.8920349367,73.7654800454,79.4148191333,72.9817270869
LTC,2019-05-11,91.9678141235,77.1158004021,93.1941653699,77.1157986273
LTC,2019-05-12,85.2411693793,88.1603717994,94.3138246547,83.7282618054
LTC,2019-05-13,88.7189778718,85.2409234068,93.0025122391,84.3565880325
LTC,2019-05-14,90.1706273923,88.7189778699,94.3880035468,86.8519025707
LTC,2019-05-15,102.921952401,91.5795297358,104.4982931465,90.9227936288
LTC,2019-05-16,95.2248783354,102.9219539215,107.708619836,91.1742969497
LTC,2019-05-17,88.0546687707,95.2247045275,97.7583285923,84.8862817635
LTC,2019-05-18,87.9909264436,88.0546577953,90.9285845372,86.1655746871
LTC,2019-05-19,96.303929319,87.6875720387,96.5244634373,86.8247792647
LTC,2019-05-20,90.9132575297,96.303929319,97.3021989754,87.358940702
LTC,2019-05-21,91.5480584867,91.6130123501,93.4082016142,89.1900954966
LTC,2019-05-22,88.7879248108,91.5478754647,92.3317296293,85.9097862511
LTC,2019-05-23,89.1818703523,88.7879910266,89.8897748098,84.7819721832
LTC,2019-05-24,100.8199068482,88.9300577411,104.4028724538,88.311087157
LTC,2019-05-25,103.339698173,100.8097600453,105.3539131925,99.1492686791
LTC,2019-05-26,110.9100192552,103.3395646543,114.7754544023,99.1150200644
