Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
ADA,2019-05-01,0.0686734845,0.0695008085,0.0708806156,0.0673658164
ADA,2019-05-02,0.0685721851,0.0689290832,0.0692325953,0.0680060559
ADA,2019-05-03,0.0697876237,0.0685721851,0.0720337796,0.0673103507
ADA,2019-05-04,0.0674224493,0.0701353109,0.0717025733,0.0668088634
ADA,2019-05-05,0.0663698741,0.0674395926,0.0683430329,0.0657428289
ADA,2019-05-06,0.0677356956,0.0663698741,0.0685868699,0.0639706835
ADA,2019-05-07,0.0656603436,0.0669962827,0.0688792112,0.0651299383
ADA,2019-05-08,0.0647862585,0.0641703228,0.0652170631,0.0627883117
ADA,2019-05-09,0.0620995288,0.0647873414,0.0657171901,0.0602335549
ADA,2019-05-10,0.0634401732,0.0621074666,0.0656424772,0.0598618384
ADA,2019-05-11,0.0780353158,0.0636799522,0.078488939,0.0634922698
ADA,2019-05-12,0.0711739748,0.0758923892,0.0781386854,0.0688697933
ADA,2019-05-13,0.0743973979,0.0711739748,0.0776086181,0.070353068
ADA,2019-05-14,0.0825550676,0.0743973979,0.0839278214,0.0729524215
ADA,2019-05-15,0.0950216398,0.0864172393,0.0953462076,0.0848196662
ADA,2019-05-16,0.0916805854,0.0949769004,0.1053613409,0.0867920543
ADA,2019-05-17,0.0842958975,0.0916808631,0.0952240521,0.0768731275
ADA,2019-05-18,0.0839882161,0.0842958975,0.0884402776,0.0831537446
ADA,2019-05-19,0.0899568594,0.0831267349,0.0902732701,0.0829417889
ADA,2019-05-20,0.0844151195,0.0899569113,0.0906887264,0.0572931045
ADA,2019-05-21,0.0850798567,0.0851233375,0.0867728198,0.082528372
ADA,2019-05-22,0.0792057401,0.085078221,0.0858807349,0.0773909035
